ID,A1,A2,A3,A4,A5,Score
2523__murders_19__includes_16,1,0,0,0,0,0.141048442678
464__scrum_10__delayed_5,2,0,0,0,0,0.141048442678
6400__science_6__context_14,1,1,0,0,0,0.371435499634
1854__committees_6__network_3,1,1,1,1,0,0.554405212578
731__launched_3__shown_9,2,1,1,0,0,0.523285807448
2529__ensure_40__designed_38,2,1,0,0,0,0.277047344685
7075__ideas_18__exchange_16,2,1,1,1,0,0.578854281965
11504__ba_4__treating_3,3,2,0,0,0,0.341946007467
3578__text_12__central_11,1,1,1,1,0,0.502051086374
6246__instructional_9__material_10,1,1,0,0,0,0.278133340314
1484__plant_42__pull_39,3,2,1,1,1,0.771805503632
164__spite_5__roots_9,3,1,1,0,0,0.477944737338
2953__expected_10__campaign_7,0,0,0,0,0,0.203481758992
2647__circumstances_23__directs_16,2,1,1,1,0,0.59771706193
6852__enters_14__nature_11,2,1,1,1,0,0.646798812419
6790__transition_9__guide_4,2,1,1,0,0,0.555799850239
1275__developed_12__increased_17,2,1,1,0,0,0.377625484233
6846__Mildness_12__carriage_15,3,3,3,0,0,1.41448501965
6870__tension_2__views_6,1,1,1,1,0,0.504554630774
6380__changes_27__react_25,1,1,1,0,0,0.369248292463
2967__preparing_20__detach_22,1,1,0,0,0,0.270900664068
2621__lies_28__amplitude_22,3,2,1,0,0,0.545214395587
6852__child_13__nature_11,1,1,1,1,1,0.686167235083
1684__defence_9__found_12,2,1,1,0,0,0.528332317772
2168__wife_16__caught_19,1,1,1,0,0,0.391318173743
6514__decided_15__arose_4,2,1,1,1,0,0.5628761632
6544__lack_13__lead_11,2,1,1,0,0,0.42453993904
3514__change_4__reflected_22,2,1,1,1,1,0.699241162769
5607__begin_16__bite_18,2,1,0,0,0,0.281364877052
6949__duties_12__tied_15,3,1,1,1,1,0.583076593901
110__stopped_25__describing_26,3,1,0,0,0,0.335852122535
7490__life_16__taking_13,3,1,1,1,1,0.803470970663
5184__knotted_5__tentacles_6,3,3,2,1,0,0.994270517004
6260__tradition_9__follow_6,1,1,1,1,0,0.525075354053
3503__authorities_29__central_28,2,1,1,1,1,0.677854825529
1892__form_10__naturalise_4,3,2,1,0,0,0.429106327024
6490__positively_23__reflected_24,2,2,1,1,1,0.709202682861
6474__chapter_2__mixture_6,2,1,0,0,0,0.38574220204
3219__giving_16__concerned_14,3,2,1,1,0,0.755447735276
1582__information_27__laying_25,3,2,1,1,0,0.755447735276
2561__limit_31__upper_30,1,1,1,1,1,0.641717981073
6671__singularisation_28__incarnates_31,3,2,0,0,0,0.313550201554
2859__houses_30__fine_28,1,1,1,1,0,0.562536164824
5005__deck_5__reached_2,2,1,1,0,0,0.486910655624
5792__jail_27__squad_23,2,2,1,0,0,0.478831771851
3455__particularly_21__bleak_22,2,2,2,1,1,0.70249213195
4604__generous_12__helping_13,3,2,1,1,1,0.656701472316
3132__domestic_23__settings_24,3,2,2,2,1,1.50691818938
3125__strings_45__grip_40,1,1,0,0,0,0.317592782398
11573__crap_14__load_12,3,2,1,1,1,0.771256025393
3219__alcohol_5__course_7,3,1,1,1,0,0.702680041197
3492__honeycombs_10__injection_5,2,0,0,0,0,0.189702089847
6383__age_21__range_22,2,1,1,1,0,0.612199607092
5216__distinguished_4__swept_27,2,2,0,0,0,0.266277400772
1554__arrival_9__touched_15,1,0,0,0,0,0.141048442678
180__projected_11__loosen_4,3,1,0,0,0,0.352170834944
3080__stream_78__regular_77,2,1,1,1,0,0.669104009241
12072__afford_5__lose_7,2,2,1,1,0,0.679489270806
2887__co-op_3__tried_5,1,0,0,0,0,0.171617376419
2562__frequently_17__depart_14,2,2,2,1,1,0.713390646491
6374__pupils_20__subject_27,2,1,0,0,0,0.288038379661
6558__formal_3__system_7,2,2,2,1,1,0.682740239987
1359__destiny_20__control_17,2,1,1,1,0,0.736710158187
3540__late_22__hand_28,0,0,0,0,0,0.185479867625
3581__opposition_21__outline_19,3,2,2,1,1,0.822853198285
7447__proceedings_6__hold_4,2,1,1,0,0,0.422733253482
3540__trying_7__hold_9,2,1,1,0,0,0.383178700361
865__cars_14__range_12,2,1,1,1,0,0.531665020385
5445__hope_39__lose_38,3,2,2,1,1,1.08135690399
7093__source_13__admitted_5,2,1,0,0,0,0.277047344685
8346__floor_15__catch_8,2,0,0,0,0,0.189702089847
571__efforts_16__failed_19,1,1,1,0,0,0.41180720609
6967__caused_3__shock_2,2,1,1,1,0,0.679489270806
1943__co-ordinate_25__fight_27,2,1,1,1,0,0.628870273871
8400__track_12__musicians_15,1,1,1,0,0,0.502716296999
879__entwined_16__embrace_19,3,3,2,1,0,0.935803186909
3029__truly_12__experimental_13,3,3,2,1,0,1.20987053534
2829__gym_12__block_6,2,0,0,0,0,0.203481758992
2697__professional_17__deal_11,1,1,1,0,0,0.38252384674
3013__art_2__world_3,3,2,2,1,1,1.26102842046
2716__thieves_16__usurped_12,3,2,1,1,0,0.796493055911
2708__Letting_1__charge_5,1,1,0,0,0,0.29025813514
6185__obsession_2__reduction_12,3,2,2,0,0,0.625061582863
9274__door_5__finding_7,1,0,0,0,0,0.172165676428
6734__instincts_25__outlet_22,2,2,2,2,0,0.954855519961
1874__major_21__landmark_22,3,2,1,1,0,0.659397954444
1337__art_39__adoption_17,3,2,0,0,0,0.297422727585
1550__shares_27__determined_37,2,1,0,0,0,0.334460973802
4989__screeched_7__life_17,3,3,0,0,0,0.306745166781
1905__health_9__set_5,2,1,1,1,0,0.669849096562
6265__town_20__centre_21,2,1,1,0,0,0.421787439439
3563__body_15__powerful_14,2,2,1,1,1,0.739902033967
5219__handshake_2__cool_11,3,2,2,2,1,1.42047821835
1483__plant_25__included_29,1,0,0,0,0,0.162292337136
6387__ego-identity_9__stage_11,3,3,2,1,0,1.33713895375
7105__propaganda_46__distribute_44,2,1,1,0,0,0.406851582613
2752__hillsides_9__rolling_13,2,2,1,1,0,0.69259352766
6409__model_12__formal_10,3,2,1,1,0,0.702680041197
1500__weary_60__strain_43,2,1,0,0,0,0.316710899684
1722__deal_29__facility_27,2,1,1,1,0,0.736710158187
5193__stumps_8__golden_15,1,1,0,0,0,0.258844258758
4526__data_15__sources_16,1,1,1,0,0,0.442597041161
3595__remained_8__sidelines_11,3,2,1,1,0,0.72243193316
3079__giving_18__return_11,1,1,1,1,0,0.47877597449
2926__snob_15__roaring_14,3,3,3,3,2,2.2192996912
1906__committees_10__pyramid_2,2,1,0,0,0,0.310150501857
2655__offence_24__ingredients_20,3,3,3,3,0,1.9753772591
3095__month_3__found_13,1,0,0,0,0,0.123505676166
2974__office_7__issue_9,2,1,1,1,0,0.528191600053
6552__workers_7__under-_5,3,2,2,0,0,0.719916275319
3568__violence_14__suppression_11,2,1,1,1,0,0.604274035289
1711__provides_6__doctor_4,2,1,0,0,0,0.277047344685
3477__created_18__spiral_2,2,1,0,0,0,0.301915720063
1918__thrifty_9__account_4,3,0,0,0,0,0.17595248864
4483__resolution_39__offer_37,1,1,1,0,0,0.443350009658
4537__geographical_16__input_17,3,2,2,1,0,0.723114465948
6900__led_26__recognition_2,2,1,1,0,0,0.41180720609
4605__cups_39__revived_36,3,2,1,0,0,0.515231454778
1083__web_10__spider_7,3,1,1,0,0,0.39918290653
3560__issue_7__interplay_10,3,3,2,2,1,1.38314039568
2530__wider_16__net_15,3,1,1,1,0,0.652264707544
1906__links_7__capacity_25,1,1,0,0,0,0.28846835189
202__rowing_29__courses_30,2,2,2,2,1,1.01660421218
6431__shift_7__locating_10,2,1,1,1,0,0.633984961622
2588__murder_7__reduce_6,2,1,1,1,0,0.664578123555
3681__historical_28__relics_29,3,2,1,0,0,0.473565459023
1864__process_20__birth_22,1,1,1,0,0,0.398064894108
6805__accounts_10__autonomy_12,3,2,2,2,1,1.11687756184
1680__free-kick_4__clattered_5,3,3,2,2,0,0.968232951843
974__gardener_15__novice_14,2,2,1,0,0,0.753480047837
3157__political_6__capital_7,3,2,1,1,1,0.755447735276
6975__held_7__following_10,1,0,0,0,0,0.141048442678
5022__attention_6__caught_4,3,1,1,1,0,0.582480334535
6479__children_17__offered_10,2,2,1,1,0,0.586667032238
110__enemy_31__ride_34,2,2,1,0,0,0.395788434334
8557__spoke_2__reopened_11,2,2,1,0,0,0.638125857565
5690__dear_8__heart_9,2,2,1,1,1,0.713420702799
3459__people_22__clashes_19,1,1,0,0,0,0.372346209712
1079__British_29__mind_30,1,1,1,0,0,0.357358553588
1874__Independence_4__issued_5,2,1,0,0,0,0.263531856667
7017__opposite_12__sense_13,2,2,2,1,1,0.752053611669
6166__factor_19__consuming_18,2,2,2,1,0,0.792666918456
4558__research_5__models_10,1,0,0,0,0,0.203481758992
1516__biggest_6__crisis_7,1,1,1,0,0,0.369248292463
1472__lawmakers_27__attach_30,2,1,0,0,0,0.403536404414
4569__research_11__operations_10,2,2,1,0,0,0.360823270283
6710__population_21__forced_22,2,1,1,1,0,0.701960158058
2154__eyes_18__bright_16,2,1,1,1,0,0.586896271291
6460__conception_23__clinging_18,3,2,2,2,1,1.10739480322
4558__GIS_12__models_10,0,0,0,0,0,0.203481758992
6664__articulates_5__framework_9,3,2,2,2,0,1.09438312947
2869__life_11__tides_8,3,3,2,2,2,1.61143691906
6291__operation_5__describing_3,2,2,1,1,0,0.679489270806
1004__clipped_4__vision_17,2,1,0,0,0,0.289491884352
2866__diversions_20__handling_26,2,2,1,0,0,0.329318978288
13703__getting_14__silly_15,2,1,1,1,0,0.585185831931
1157__view_13__dominated_17,2,2,1,0,0,0.446638566208
3129__money_7__fighting_4,2,1,1,0,0,0.387123543062
597__automatically_20__shut_21,1,1,1,0,0,0.391318173743
3602__break_22__centred_29,2,2,1,0,0,0.420080637713
5728__short­comings_12__course_18,2,1,1,0,0,0.423695076216
1536__line_7__pursue_5,2,2,2,1,1,0.765157868523
6588__desire_18__retrieve_20,2,1,1,1,0,0.605455767239
681__evidence_19__link_22,2,2,0,0,0,0.315758288187
1289__pages_19__graced_17,3,3,2,1,1,1.28496534458
6640__social_20__objects_21,3,2,1,1,1,0.737537394979
2128__subject_5__changed_3,2,1,1,0,0,0.684573370284
1757__combine_30__winning_11,3,3,0,0,0,0.447248455598
2026__look_18__bent_23,3,2,2,2,1,1.39801237052
1278__interpretation_38__ran_6,3,2,2,1,0,0.58311312417
8656__change_4__Makes_2,1,1,1,0,0,0.490199202264
164__finally_2__roots_9,1,0,0,0,0,0.1452706649
4800__guilt_24__admitting_23,2,1,1,0,0,0.38252384674
1897__cause_12__hostile_6,1,1,0,0,0,0.28846835189
913__palate_11__dries_9,3,2,1,1,0,0.96761627813
6749__comital_19__strengthened_13,3,2,2,0,0,0.575501662953
1310__frequently_7__attractiveness_19,3,1,0,0,0,0.301505355478
6287__functional_21__structure_22,2,1,1,1,1,0.679489270806
4578__accentuated_28__bow_21,3,2,0,0,0,0.303810336463
3006__prints_37__source_31,1,0,0,0,0,0.161833212282
1840__dual_5__strategy_6,3,3,1,1,0,0.709562553494
3575__law-and-order_28__factors_32,1,1,0,0,0,0.344930713493
4476__rely_10__level_24,0,0,0,0,0,0.153615485052
1239__interviews_18__extensive_16,2,1,1,1,1,0.660718485287
6308__mechanisms_20__operate_23,2,1,1,0,0,0.421787439439
1608__notice_21__giving_19,2,1,1,1,1,0.671768514979
5384__yourself_16__useful_17,2,1,0,0,0,0.329365773021
6661__future_17__shape_18,2,2,2,1,1,0.73522721289
111__biography_3__calls_5,3,2,1,0,0,0.557812090573
1742__validation_4__meant_5,2,1,1,1,0,0.664578123555
6184__terms_33__brief_31,2,2,1,1,0,0.682883394413
6616__multiplicity_14__produced_11,3,3,2,2,0,1.39809827886
7092__parties_28__allowed_25,1,1,1,0,0,0.392593240199
11744__mad_6__drives_4,2,1,1,1,1,0.679489270806
1844__concentrated_12__construction_15,3,2,1,1,0,0.521693465398
1852__disobedience_24__battle_21,3,2,2,0,0,0.825403729998
3513__enhanced_8__extended_4,2,2,2,1,1,0.756941890662
6291__section_2__describing_3,2,2,1,0,0,0.430196530348
6764__political_2__spin-offs_3,3,3,2,2,2,1.76852647811
12088__afford_16__throw_18,1,1,1,0,0,0.38252384674
1238__biographies_13__subjects_7,1,0,0,0,0,0.141048442678
2923__intended_6__consumption_9,2,1,0,0,0,0.266971266057
1868__basis_10__construct_19,2,2,1,0,0,0.370331782145
927__mid-morning_5__punch_7,3,3,2,1,0,0.981258843262
6619__action_3__aim_6,2,1,0,0,0,0.325691549224
11872__erm_4__sort_3,3,2,2,0,0,0.481365262314
3595__concern_3__remained_8,3,2,1,1,0,0.684377549799
1394__explosive_23__potentially_22,3,2,1,1,0,0.755447735276
3632__protest_16__disorderly_15,2,2,1,0,0,0.370803937003
3703__life_17__mark_13,3,2,1,0,0,0.730030803197
502__ability_31__close_33,2,1,1,0,0,0.504481110325
3738__standpoint_15__tackled_10,2,1,0,0,0,0.287449480701
567__societies_15__facing_13,2,2,1,1,0,0.684377549799
2129__details_12__interspersed_10,3,3,3,2,0,1.5538264195
1367__soil_3__misused_6,3,2,1,0,0,0.601716635128
152__machinery_24__assessment_21,3,2,2,1,0,0.821355768864
7423__lightly_31__poured_30,2,1,1,0,0,0.42443891016
6650__reaction_3__threat_6,2,2,1,1,0,0.574426023537
6247__system_26__performance_22,2,2,0,0,0,0.323085032341
128__incorporated_19__collapsed_6,1,0,0,0,0,0.166055434504
7083__support_14__exchange_11,3,1,1,1,0,0.595492127112
2743__road_29__clues_21,1,1,1,0,0,0.391475227776
6184__level_16__performance_15,1,1,1,1,0,0.50870177654
6863__lack_24__capacity_26,2,1,1,1,0,0.627733779924
6452__evidence_9__struck_6,3,2,2,1,1,1.16495085556
3474__law_33__rule_31,2,1,1,0,0,0.436507003585
1531__patients_9__crews_2,0,0,0,0,0,0.164695098021
7360__cupping_13__makes_2,2,1,0,0,0,0.269092486446
12973__bit_6__hard_7,2,2,1,1,1,0.733254398859
3742__range_25__wide_24,3,2,1,1,1,0.695844496841
598__mix_14__injected_12,2,2,2,1,1,0.63115931818
6662__totality_21__closure_18,3,3,1,1,0,0.828033780018
6971__reformers_21__support_18,2,2,2,1,1,0.773890178069
3573__role_10__centred_4,1,1,0,0,0,0.414524776507
2542__medical_10__rule_2,2,1,0,0,0,0.301505355478
1710__patient_2__explain_4,2,1,0,0,0,0.289549945676
1275__critical_18__rise_3,2,1,1,0,0,0.529765573272
2782__lake_44__stare_47,3,1,1,0,0,0.627225716538
6975__Whips_14__following_10,3,1,0,0,0,0.311046509434
2049__path_13__join_15,2,1,1,0,0,0.440525745388
3474__contract_4__breaking_36,2,2,1,1,0,0.5489137207
12121__father_4__taking_7,2,1,0,0,0,0.290977284477
524__role_9__account_6,1,0,0,0,0,0.203481758992
11094__celebrity_19__bit_16,3,2,1,1,0,0.754642845663
7209__scarred_5__encounter_9,3,3,0,0,0,0.422225419982
6425__GIST_1__attitudes_9,2,2,1,0,0,0.594202084884
672__finance_10__habit_12,3,2,2,2,1,1.30374900677
178__racing_25__fair_29,2,2,2,1,0,0.684377549799
6354__undergo_18__acquiring_45,2,1,1,0,0,0.371122295052
8146__life_15__hub_12,3,3,2,0,0,0.733483905758
152__assessment_21__machinery_24,2,2,0,0,0,0.30505021009
9933__left_18__play_11,2,1,0,0,0,0.277185125646
2651__murder_29__situations_32,2,1,1,0,0,0.466889076932
5196__corpses_30__vibrating_38,3,1,0,0,0,0.333536916558
823__reaction_11__flat_8,3,3,2,1,1,1.24625525607
683__evidence_4__stronger_3,3,1,1,1,0,0.702635286376
823__demonstration_15__reaction_11,1,0,0,0,0,0.166055434504
3503__ones_37__grip_34,1,1,0,0,0,0.364060052073
2954__government_8__head_6,1,1,1,1,0,0.524369155565
6638__dialectical_3__perspective_4,3,3,3,3,1,2.10008744981
4896__water_31__clearing_10,3,0,0,0,0,0.175297635019
873__treasures_14__aimed_15,3,2,2,1,0,0.907551450506
8263__message_6__meant_7,1,1,1,0,0,0.392593240199
4537__limited_22__value_23,3,2,1,1,0,0.752053611669
3540__involved_24__hand_28,3,2,1,1,0,0.682645059222
3624__argument_11__plank_15,3,3,2,1,0,1.24696244754
5176__shadow_2__fell_3,2,2,1,1,1,0.696350789796
3726__crime_9__considered_13,2,1,0,0,0,0.312713010678
1793__bid_4__led_8,2,1,1,1,0,0.761284373186
15976__alright_4__branch_17,2,2,1,0,0,0.387049868942
2787__hugged_5__brood_9,3,3,2,1,1,1.33899953269
6825__vote_7__follows_9,2,1,1,1,0,0.531665020385
1338__cross-cultural_29__stress_24,3,3,2,2,0,1.12473227106
3111__family_9__touches_5,2,1,1,1,1,0.722751124416
5196__passing_5__pillbox_11,3,3,1,0,0,0.605630416854
1555__creatively_13__failure_19,2,1,0,0,0,0.321649046432
5266__miles_23__lay_20,2,2,1,0,0,0.444702075549
1863__walking_7__minefield_10,3,2,1,1,1,0.752053611669
1750__counter-productive_5__cuts_9,2,2,0,0,0,0.334303919769
1019__price_7__guide_6,2,2,1,0,0,0.440213204142
1740__expensive_25__prohibitively_24,3,2,2,2,1,1.45421038566
1597__council_2__argued_3,2,1,1,0,0,0.540863927278
1938__return_20__encouraged_16,1,1,0,0,0,0.310232106093
667__border_18__spilled_6,1,1,0,0,0,0.476651292949
6790__including_12__guide_4,1,0,0,0,0,0.166055434504
6604__totalizing_18__force_19,3,3,2,2,2,1.44306499751
6864__achieve_26__form_23,1,1,1,0,0,0.424619133459
3531__instincts_2__minimize_9,1,1,0,0,0,0.286669843928
2755__smell_18__crisp_17,3,3,2,2,0,1.2298421846
5004__giggle_5__nervous_4,3,3,2,2,1,1.51655489337
4586__esteem_22__held_16,2,2,1,1,1,0.711561032737
7094__acquiesced_27__resisted_19,3,0,0,0,0,0.153615485052
1491__wider_13__range_14,1,1,1,1,1,0.639191860351
1947__personal_16__crisis_18,2,1,1,1,0,0.680960336354
3009__Chagalls_18__sheets_6,2,0,0,0,0,0.182237864533
1470__hammer_16__sought_14,3,3,1,0,0,0.762845800968
1369__feminisations_11__trauma_14,3,3,3,0,0,1.13505057375
5346__slope_19__searching_17,2,2,1,1,0,0.679489270806
1970__wondering_22__gazed_16,3,2,1,1,0,0.695402213323
1500__commercial_27__pressures_28,2,1,1,1,0,0.548916423005
6752__products_52__product_66,3,1,0,0,0,0.333705451742
1162__smoke_24__free_22,2,1,1,0,0,0.509000458176
6526__proposed_2__network_4,3,1,1,0,0,0.715699032269
1773__fallen_6__sharply_7,3,3,2,1,1,1.43326289645
6307__activity_19__appealing_20,2,1,1,1,0,0.627733779924
1775__severely_19__fell_3,1,1,0,0,0,0.239714920179
2585__law_6__structure_2,1,1,1,1,0,0.563616892266
8599__sophisticated_4__approach_7,2,1,1,1,0,0.605643977372
3502__management_13__poor_12,3,1,1,1,1,0.583076593901
8238__slumped_8__relief_3,2,0,0,0,0,0.190408255052
3696__theories_6__faced_4,3,2,1,1,0,0.755447735276
3748__promoting_17__role_11,2,2,2,0,0,0.66338202906
3455__bleak_22__outlook_16,3,3,2,2,1,1.36175105215
1260__eye_9__manufactured_6,3,3,2,2,1,1.2394102407
4621__tiny_14__corner_18,1,1,0,0,0,0.239714920179
6664__framework_9__articulates_5,3,2,2,1,0,0.764218276536
6357__achieve_19__offer_28,2,1,0,0,0,0.310150501857
4578__hair_3__shining_5,2,1,1,0,0,0.46960432651
6625__assumption_14__rest_11,2,1,1,1,1,0.63916045069
2528__wider_12__application_15,3,2,1,1,0,0.551837578947
1384__technology_6__values_10,1,1,0,0,0,0.293492431223
6739__restore_30__free_15,2,1,1,0,0,0.392593240199
8671__left_10__reminded_4,1,0,0,0,0,0.166055434504
11678__Bloody_1__hell_2,3,2,1,1,0,0.957329837652
1476__cuts_25__contained_23,2,2,1,0,0,0.798025039595
1394__explosive_23__decorative_20,3,3,2,1,0,0.927662007475
3178__origins_10__introduction_7,2,1,1,0,0,0.402477550732
4803__confidence_7__betrayed_5,3,2,2,1,0,0.931999979918
1338__appropriateness_3__stress_24,2,2,2,2,0,0.773575333224
14474__couple_10__save_7,2,2,1,1,0,0.560752716668
723__broken_15__signed_8,3,2,1,0,0,0.327547386564
750__roof_8__gone_4,2,2,2,2,0,1.01516665894
2129__passed_5__diversion_8,1,1,1,0,0,0.387422425935
6677__social_15__system_16,2,1,1,0,0,0.486910655624
6885__rationality_19__stakes_20,3,3,2,2,2,1.54665210692
5223__surface_45__sheathing_50,3,2,0,0,0,0.397283061929
2062__bit_17__joint_20,2,2,1,0,0,0.584345140532
2728__farm_2__stands_3,2,1,1,1,0,0.63916045069
6646__movement_42__ensemble_45,3,3,2,2,0,1.19856418433
3613__political_22__attitudes_23,1,1,1,1,1,0.639191860351
4585__model_5__circuit_6,3,2,2,1,0,0.722122956036
6526__borough_11__network_4,3,2,1,1,0,0.72243193316
814__static_10__piece_14,3,3,2,0,0,0.80660560066
2772__ditches_29__spider-web_27,3,3,3,3,3,2.08654199526
7243__soil_26__insatiable_25,3,3,3,2,1,1.8001827296
14351__night_7__head_14,1,0,0,0,0,0.149218833197
2616__law_18__allowing_2,1,1,1,0,0,0.392593240199
3158__punishment_3__term_9,1,0,0,0,0,0.141048442678
3438__public_24__consider_19,2,2,1,1,0,0.605354606586
1839__directives_11__issued_12,1,1,1,0,0,0.375934180409
2724__statistics_12__shaped_15,3,3,2,1,1,1.33899953269
810__appear_19__presences_4,3,2,0,0,0,0.280395129823
6786__occupy_15__presence_27,3,1,0,0,0,0.387636741644
1468__night_19__underlined_17,3,1,1,0,0,0.425919119399
3709__homes_17__produce_20,2,2,1,1,1,0.853306648175
1091__station_4__burns_11,3,0,0,0,0,0.175197843312
3464__inevitably_11__generates_12,3,2,2,1,0,0.721952590625
3535__tackle_9__forces_2,2,1,1,0,0,0.410762887794
1014__depressed_14__market_10,3,2,1,1,0,0.644630825022
195__undistinguished_21__play_11,3,1,0,0,0,0.415326079932
3626__ghettos_31__black_30,3,3,2,2,1,1.27681289759
537__rein_6__tight_5,3,3,3,1,0,1.38455019031
8503__gateway_8__network_5,2,2,1,1,0,0.660488549796
3448__failed_24__prevent_26,2,1,1,1,0,0.53171893455
6790__boyhood_18__stages_14,2,2,1,1,1,0.676453364279
1465__coalition_58__growth_31,2,1,0,0,0,0.384156674618
6377__preponderance_2__attitudes_15,3,3,1,1,0,0.781785477421
6722__bouts_25__sharp_24,3,3,3,2,1,1.62173135875
3477__trafficking_7__spiral_2,3,3,2,2,0,1.36977271515
6799__directed_4__production_7,2,2,1,0,0,0.416695468589
6915__suffer_6__form_9,1,1,1,0,0,0.38252384674
4519__access_11__gaining_10,1,1,1,1,0,0.525588870896
5230__ease_52__well-fed_51,3,3,3,3,0,2.1107807518
6770__friendship_2__bringing_27,1,1,0,0,0,0.294261026206
6681__intelligible_47__stage_48,3,3,3,2,1,1.8001827296
3521__None_1__scale_10,1,0,0,0,0,0.166055434504
6398__Emphasizing_1__applications_3,2,1,0,0,0,0.280526408725
2800__sermons_9__stone_11,3,3,3,3,1,2.09723529726
2800__Biblical_1__motifs_2,3,3,3,1,0,1.63598307628
4852__hair_11__mop_8,3,3,3,2,0,1.49668750633
7096__lines_19__guide_14,2,2,1,0,0,0.695158021527
5186__poems_42__haunts_62,2,1,0,0,0,0.274318224687
4526__bringing_10__form_18,1,1,1,0,0,0.387422425935
4486__obvious_10__market_11,3,2,1,1,1,0.869104904108
2731__mile_27__grows_23,2,2,1,1,0,0.550026798731
856__manufacturers_6__run_15,2,1,1,0,0,0.423695076216
3606__ambiguity_27__found_32,3,1,0,0,0,0.387004082837
6749__dynasty_6__change_4,2,1,0,0,0,0.306512753827
6215__operators_12__led_14,2,2,1,1,0,0.752053611669
867__reliability_23__returning_21,3,1,1,0,0,0.67996755208
727__gone_7__extinct_14,3,1,1,0,0,0.387658881475
971__removed_9__fed_18,3,2,0,0,0,0.444459710452
575__-temperature_8__plant_10,0,0,0,0,0,0.185479867625
2772__dig_25__spider-web_27,3,3,3,2,1,2.17349303952
1958__sitting_37__patch_40,2,1,0,0,0,0.294253042053
3731__agenda_23__fields_26,2,1,1,0,0,0.385252966738
1749__proper_14__team_11,1,1,1,0,0,0.38252384674
4534__information_18__items_14,2,1,1,0,0,0.537093348299
